,video_name,question,answer
2527,Wrbf7c58IuU,что делает человек с черными волосами,играть в игру
9947,DJNmAoSQu6k,"каков стиль одежды мужчины, который транслирует новости",подходить
12235,0-CYG7bH54A,"что произошло, когда человек на видео сунул лицо в кастрюлю",Чили порошок
1536,_3hVtPVXTmg,что делает спортсмен,делать гимнастику на турнике
10626,YnsusYE6i_0,где танцуют люди в голубых платьях,ресторан
18498,MaYV3jnGr6g,какого цвета платье у человека с золотыми волосами,серый
8902,uMw7YplUbAM,какую одежду носит старик,короткий рукав
2137,fJ4xMCc5SKk,что делает человек в синих штанах,соответствовать
9737,k2vkwy2vdP4,какого пола человек на мотоцикле,мужской
6722,Nk4p-ah_PkA,каковы отношения человека в белом и других людей,противник
14364,5_UEjPqtnE0,какие отношения между взрослыми и детьми в видео,отец и дочь
8508,62h9hnNTKWM,что на полу,подушечки
3327,86hyAYM5d3E,что было после прополки,проверять
4235,QLbWA54l1Sg,что перед человеком в белой жилетке,стол
4068,qvLFSqPCvn8,что перед человеком в красной одежде,автомобиль
7399,s82_J03bqwQ,какого пола человек в красном плаще,мужской
6716,9RAW6QibWRs,какой стиль одежды у женщины на видео,короткий
8219,2eep4G5Tgho,какого пола человек на видео,мужской
13915,eChLCFAGyx0,какие волосы у дирижера,кудрявый
18320,_AaSNARQPfE,какого цвета шляпа у человека в черном,черный
4279,im-nQ-KEzaQ,что перед человеком в арпоне,окно
15348,Kwhp0DNop9I,"что надевает человек в желтых туфлях, чтобы хорошо разглядеть дно океана",очки для дайвинга
11623,MsalIjwP3no,что было перед стеной,разбрызгиватель
8430,h7cetqsBVn0,какая прическа у человека в зеленой одежде,короткий
6076,EEaLID3z9tM,что делает девушка в синем,играть в игру
10795,UB2GzjNzo3M,где езда на видео,гора
993,x--RoqrwiLI,что делает человек в черных штанах,молоток
16259,pF8jt67vTDY,"Что случилось с человеком в синем до того, как он начал играть в волейбол",держать мяч
5699,MU2DUVy_wqQ,насколько безопасно это занятие на видео,Опасность
11884,Dx9wjBdbZ1M,почему оранжевое платье меняет поверхность плитки,показать людей
1348,Fdjw9ld-hbA,что делает человек в красной одежде,борьба
11720,5MpJCKOxRVs,почему мужчина на видео щиплет руль,отрегулировать положение
4519,WD40PRo1quM,что на полке,телевидение
4292,2iW1Eq9SDW4,какого цвета волосы у человека в белом,черный
16961,qkN9uA8izVE,"что случилось с человеком в белой куртке после того, как он сломал запястье",сложить
7117,GySHt3Z6Lt4,какого пола человек в черно-белом халате,мужской
15862,syAccI5soVw,"что происходит до того, как дети танцуют",поднять руку
12029,xMQcYD044z4,"почему человек, который носит резинки для волос, делает глубокий вдох",расслабляться
10488,ISJodiRZ_uo,какими инструментами девушка в синем расчесывает конский волос,щетка
8578,5eM2Hcvj6R8,что делает женщина в черной одежде,выполнять
9622,DXIHbnyfNGA,почему человек носит шлем,для безопасности
18774,pcrNMrBmy1I,насколько сложно бросать игры в видео,трудный
9066,ta9cB1q4AzU,когда было снято видео,дневное время
6278,snG89ed-64M,чем занимается человек в полосатой одежде,рефери
14494,6yVhTyPaaLQ,какая связь между двумя картинами,взаимосвязанный
10638,YLT7YEwUCwI,где плавают пловцы,плавательный бассейн
2112,6AwS8vWMwSA,что делает человек в платье,соответствовать
121,-AjZCBMb4qU,как сложно играть на аккордеоне в видео,простой
1652,IPehEfMBLM0,что делает человек в шляпе,растопка дров
15039,PjSOjB7qhcA,какого цвета кожа у человека в джинсовой юбке,черный
16269,xJ3KAhVRr8c,"что случилось с человеком в синей куртке до того, как он прыгнул",выпрямить руку
15838,3DQTz4Ke50Q,что происходит после того как белая машина подметает опавшие листья,чистый
18590,YIYZHQUOtnA,какого цвета волосы у человека с зеленой веревкой на голове,черный
8477,yPpKYckLbdI,какие штаны носит человек в синем,короткий
6327,ktfxYSZjJyM,что он делает,парусная лодка
16569,eTIaRqgQ4Qg,что случилось с человеком в красной одежде после катания на водных лыжах,упасть в озеро
3150,JouywOCeGHI,какого цвета волосы у человека в белой одежде,черный
17523,_LKFGLH8XxI,"что случилось с ребенком, играющим с игрушками в видео",улыбка
10985,aEopPs2eY-Q,на какой руке женщины в сером кольцо,верно
2444,wu0G4yQIwKo,что делает человек в белом,кисть стены
15596,Mzt-E6pxuUI,"что происходит после того, как ребенок поиграл с водой",растирающий стол
15439,f0rWFvJ7uTk,что сделал мальчик в синих штанах,поднять руку
18537,doAvtD_jgiY,какого цвета пол стадионов,желтый
16437,jSxu2GOiBO0,"что случилось с человеком в синих штанах до того, как он поехал кататься на лыжах",рассказать главное
634,3lla2AaJgNA,что делает человек на видео,гладить одежду
7591,U9Ofeof4rlA,какого пола человек в синих шортах,мужской
18090,e4YsOfQR3sI,кто эти люди под сценой,аудитория
1566,Tm1ebIrDyz0,что делают блондинки,высокий прыжок
5,Yl85vnsndx0,как насчет танца в видео,хорошо выглядит
6559,5sYPXv0RkiM,что делает человек в шляпе на видео,растопка дров
13776,J3qC2hqRhPc,что перед куклой,зеркало
17916,-C9mAKWi9Ho,что спортсмены делают в зале,заниматься боксом
7732,SQncxXAlBFE,какого пола спортсмен,женский
5405,vzxT-k8dsVs,что под ногами у человека в черном,растянуть ходули
8267,Sn8IRyUFNac,какого пола человек на видео,женский
8545,dQyZheN0Fw0,что под человеком на видео,лед
5834,hh6Yt_LJPwQ,что перед человеком в черной одежде,зеркало
7084,zTrI4pPFIlw,какого пола человек в красной одежде,мужской
3233,j3h8Di7V3nk,какого цвета штаны у человека в сером,зеленый
2230,Mm6iYEyY9dI,что делает человек в белом,играть на гитаре
15507,xafFWMX7ZeY,что происходит после кормления собаки,оставлять
12924,NbdAUGbrWrE,какая спина у человека в перевязи,стена
17249,E8r9-dSKLwc,"что случилось с человеком на видео после того, как он поехал на велосипеде",над горой
2276,MXbwIfqSq_Q,что делает человек в очках,заниматься боевыми искусствами
9852,vXOT_VXWOqo,какая форма у гандбольного мяча,круговой
13624,Zd22n1caVgM,что находится под ногой у человека без рубашки,земля
5554,qNxA4UTadGo,что перед зрителями,детская площадка
2419,oP77DgsbhKQ,какого цвета одежда у человека в синих штанах,желтый
3463,Ci__IRtoMOo,что происходит после автокатастрофы,Остановка впереди
4451,4_MR2Tpc7SM,что на лице старика,очки
8152,afORRx0QZgI,какого пола человек на видео,женский
5841,jCd-VeMUwRg,что перед человеком в черной одежде,вода
14257,wEwp63lUsrE,что носит человек в синем,фартук
16903,ODblEia5mcI,"Что случилось с человеком в синем после того, как он разобрал машину",загрузить машину
13207,MRt7pz2OY5M,какого цвета стирает человек в белой одежде,красный
8584,KyDS9Zg76Jg,что этот человек делает,вкусная еда
11534,Q7eK0xT6VSQ,почему мужчина в серой рубашке меняет шины,безопасность вождения
354,BFXSk5F0E_w,что делает ребенок,обруч
10673,n50dwUENM1E,где мужчина в рубашке моет раковину,кухня
18371,aEAmMKa8iuM,какого цвета велосипед у человека в красном,белый
407,cKHdMUfKsQ8,что делает человек на видео,побелка
14846,gnKpguqHfag,какого пола лысый на видео,мужской
15158,P0j0bBKsNAo,какого цвета стены скалодрома,серый
733,Z7gECmnHeKk,что делает человек на видео,бодибилдинг
10764,fSVDG4h0lzM,где движение в видео,суд
2558,otrk9uW9UjU,какой цвет волос у человека в черном пальто,черный
1895,lrxLP-R_ILw,что делает человек в черной одежде,объяснять
875,HddRC-twMLc,что делает человек на видео,метание дротиков
9038,tEAEFVJGGG0,когда было снято видео,дневное время
4593,x03YF3JbWjs,что стоит за человеком в красном жилете,кровать
5363,XnctHnlJB4g,насколько сложно заниматься тяжелой атлетикой,простой
8371,c1tbdVxIhH4,какой человек в красном носит лопату,правая рука
1309,xPnNcv7ErXk,что делает человек в розовой одежде,играть в лестницу
11516,6sorAV7KJxA,почему мужчина стоит в перчатках,защитная рука
14875,E4PIKUW4v0k,какого цвета свет на стене,желтый
9345,hgTgOjkcvpc,где сцена снятая на видео,суд
8919,saMBbZcDAjM,который час на видео,дневное время
336,8XB_0x_erho,какая погода на видео,Солнечный день
13985,pi2AaadXnnI,какая левая сторона у человека в цветочной юбке,стул
3542,DJNmAoSQu6k,"что было до того, как люди в черном вещали",комбинация рук
10610,sY7m7E-sAYc,где жгут картошку плетеные люди,кухня
4149,qbUQVhjQJ48,что перед раздетым человеком,земля
16687,-C9mAKWi9Ho,что стало со спортсменом в белом после того как он ударил врага,отвали
318,ZoKode_Gexg,видео происходит в помещении или на улице,в помещении
11079,LOhacn4jdT4,зачем спортсмены натирают руки порошком магния,увеличить трение
12595,M7tUnCF9lU4,что у ребенка на голове,шапка
15846,yEBiJguscMY,"что происходит после того, как человек в белом выиграл мяч",аплодировал
9125,oKdzcTnENks,где ребенок на видео,цементный грунт
4993,4YGuIycW_IA,какого цвета одежда у человека на видео,синий
15688,1WR4jgFCqRw,"Что происходит с человеком в синей одежде после того, как он почистил стену",взять ведро домой
3096,ZuuY0xffLYE,какого цвета волосы у человека в черной рубашке,черный
17542,Ocvdvqvu7I8,"Что случилось с человеком в красном до того, как он задел лошадь",чистить ноги лошадям
7140,lGKUEUBeo8U,где человек танцует,танцевальная комната
12509,0JpULUYPDX0,что спереди у человека в черных и черных штанах,сетка для мячей
7407,vLL-voBPWM4,почему человек в красном носит спасательный жилет,увеличить плавучесть
1119,VSdjLyGA8Oc,что делает человек в красной одежде,играть в мяч
6244,W3KCFRADoX8,какая прическа у человека в белой одежде,длинный
4583,JTQsElq5UN4,насколько сложный вид спорта в видео,вторичный
15931,sY7m7E-sAYc,"что происходит до того, как косы сожгут картошку",мыть картошку
8827,_qzzQdKJ7F0,в каком сезоне происходит видео,лето
5098,XJQlO4G5Fns,как трудно дуть волосы,простой
7849,FeKEqUxiReA,какого пола человек в красной одежде,женский пол
15001,gGg-kio0dmU,какого цвета волосы у человека в голубом купальнике,черный
1743,XkOO6lc5vxw,что делает человек в серой одежде,обрезка деревьев
7832,nh1GBPeyyMo,какого пола человек в черной одежде,женский
14798,IJV7CwRhFvw,"каков пол человека, носящего повязку на голове",мужской
1528,JNr0oI927ng,что делает спортсмен,дайвинг
12975,8ao9LZLn0Hs,что стоит за людьми на сцене,занавес
1191,h5fX5z-unJc,что делает человек в белом,играть в бильярд
10268,a7DEFV0_nCE,какого воздушного змея пускает человек в белом жилете,алмаз
11151,Ue90f5r-2Qw,что люди носят в правой руке,звенеть
11990,tBGeBbO8gh0,что случилось с человеком в желтых штанах после ловли рыбы,монтировать
2660,jHbf_E8aY1k,какого цвета английская надпись в начале видео,черный
4478,mwDQENGsvd8,как сложно играть на барабане,простой
7418,0X34KkUlCAI,какого пола человек в красном жилете,мужской
3734,cGNkR-JvaJs,чем занимается женщина в белом,репортер
18977,HB11MXjwvVo,это женщина в брюках или юбке,юбка
9200,W8eqlIPRWCk,где место на видео,хоккейное поле
11732,eElKkhIJXCs,почему игроки носят шлемы,защитить голову
4022,jUmfhYsA5r0,что у стоящего человека на лице,Солнцезащитные Очки
17604,gWyBBQtsDhc,"что случилось с человеком на видео перед тем, как расчесать волосы",волна
3591,tIAdhrfT70I,что происходит с человеком в серой одежде перед броском мяча,мяч упал
14766,m7wfcL6YSMY,какого пола человек в черной одежде,женский
15099,8j75QYV-iCg,какого цвета кожа у женщины в желтом,желтый
12802,Ia3Aa4AO-_E,какая правая сторона у мужчины в черном галстуке,места для зрителей
3572,WhBnR7yIvJc,что стоит за людьми в зеленой одежде,ограждение
10600,kOIj7AgonHM,где мужик в футболках моет голову,космическая капсула
8097,59R_1aBnFn4,где люди в белых штанах борются,арена
17527,nDRaXY5ddPs,"Что случилось с собакой после того, как она схватила швабру",быть брошенным
4290,3nvVkcxxaJ4,что перед человеком с косой,пианино
4524,_VPf75tGIHQ,насколько сложно играть в игру,вторичный
16694,PJdE8Ui2eno,"Что случилось с бородатым человеком до того, как он начал заниматься скалолазанием",захватить веревку
12002,JOYduGqZSRc,почему мужчина в синей шляпе целится в чашку,бросить мяч в чашку
4378,M7tUnCF9lU4,что слева от ребенка на видео,взрослый
1733,makIgB4X3q8,что делает человек в серых штанах,чистить зубы
3797,pS-BoCsMcpQ,что стоит за вратарем,цель
13862,h2HRRkwHoKw,что за люди в черных коротких рукавах в начале видео,готовить
731,gmFioIDX4X0,что делает человек на видео,гребля
15509,x2FfKHiN_3s,что происходит после рыбалки,рыболовный крючок
4392,2Mw-3jScc0M,что слева от человека в синей одежде,кран
8779,tRAntV9Om2o,какие штаны носит человек в белой одежде,брюки
11441,jLwUrFMRGzY,почему мужчина на видео хочет делать зарядку,физическое упражнение
8696,w6P9JrTGRlE,из какого материала чашка на видео,керамика
6719,QBy64z68s0w,каковы отношения человека в красном и других людей,противник
8180,assDWZW6zTA,какого пола человек на видео,мужской
18657,bMRx3vSVZUQ,какого цвета шляпа у первого лица,черный
14448,uICwWvS_AOo,какие отношения между четырьмя людьми в машине,друг
8985,54K2F3zAZ0o,когда было снято видео,ночь
11717,Q-HdDcyC9d8,почему мужчина в рубашке чистит пену,чистый
9750,P5lLZ_jsA2o,"какого пола человек, который ест яблоко",женский
87,sjpWwjzCbrw,насколько сложно мыть руки в видео,простой
10385,LlpV8R-EaDQ,какие брюки носит мужчина в красной блузке,короткий
9002,kXfYuIx31Bo,когда было снято видео,дневное время
5792,ycBFz2RdgoY,что перед человеком в черной одежде,море
3226,HbF6UM4jUDk,какого цвета штаны у человека в зеленой одежде,черный
16650,aEWVDbV76_Q,"что случилось с человеком в желтой шляпе до того, как он запустил яхту",аккуратная веревка
16662,HGK_K2XqhTA,"что произошло до того, как человек в куртке выпил воду",дрожание правой руки
6193,lSX_yj2ohls,какая прическа у человека в синей одежде,короткие волосы
13613,V9ktV85lA9E,что под кошачьей лапкой,бумага
10559,0hfKWxuVT5k,где люди на видео на каноэ,озеро
7970,enx7eEDrYcc,какого пола человек с косой,женский
11149,7XGimCWcafc,почему мужчина за рулем в каске,защитить голову
8852,Cu8kOOnAjaw,в каком сезоне происходит видео,лето
13344,8eGaK2mVEhY,какого цвета обувь у человека в оранжевой одежде,белый
7422,kxwTPAhlhpw,какого пола человек в красном плаще,мужской
11897,f0rWFvJ7uTk,почему мяч вылетает за пределы поля,пропущенный
1413,Ey7w7pu5HZc,что делает человек на видео,танец
11761,e5rZPT7BJas,зачем режут обувь ножом,удобный
7301,yxcikJ3Hp8w,где на видео,этап
16762,26qGsfI9tZ8,что случилось с ребенком перед слайдом,подниматься по лестнице
1798,MDdCBN1o2sE,что делает человек в красных штанах,воздушный змей
4753,BiIIco4EC2U,что находится позади сидящего человека,экран
6514,69SYd5feEBQ,что делает старик,вязать свитер
15018,2zwUExKXw9s,какого цвета лошадь у автора видео,белый
9675,2Mh-OomUNpQ,что скрывается за слайдом,лужайка
2705,qgasVDGUw3E,какого цвета машина на видео,красный
5396,ZL7xefcDWYc,что под ногами у человека в черном,подушечки
9184,WD40PRo1quM,где место на видео,гостиная
13889,LxLvhGHwca8,какая прическа у человека в белом платке,длинные волосы
107,RFgusQogDyQ,насколько сложна деятельность свинга,обычно
7106,SaBcTNvRA6g,какого пола человек в черно-белом халате,женский
692,2qcdjyT7nDY,что делает человек на видео,производительность
7192,FMmrxy3OanA,какого пола человек в синей одежде,мужской
8100,QbhMOqg9Tmg,какого пола человек в синем,женский
1301,-G-sh-NhYtk,что делает человек в зеленых штанах,уборка снега
17348,ot4CuJqrN-Y,"что произошло после того, как человек в красном платье заиграл на барабане в видео",люди оглядываются
9771,RG98kemBdyg,какого цвета одежда у людей в белых брюках,апельсин
3664,59NxymNdzBE,что перед человеком в синей одежде,стол
14356,fY2IeYSxY4U,какая связь между женщиной в белой футболке и мужчиной в зеленой футболке,друг
1708,ZOczr9WCVig,что делает человек в синих штанах,напольная плитка
273,dsVvnFkGAn0,это день или ночь на видео,день
14675,bNwrAuu0qiQ,насколько безопасен бадминтон на видео,безопасность
18514,DYahQgHG1Gk,какого цвета корпус барабана,красный
16320,hZRgO5Kd-rE,что случилось с человеком в мясной рубашке после того как он порезал помидоры,резка
18061,ot4CuJqrN-Y,что делает мужчина в красном платье на видео,барабан
4471,2glmVDTPY44,что справа от человека в полосатой одежде,древесина
16210,Bs3OMhhUlY4,что случилось с белым мальчиком перед погружением,поднять компаньона
2909,6_XA3oKwwzU,какого цвета волосы у человека в полосатой одежде,золотой
7279,pxt1-L_-H74,какого пола человек в серой одежде,мужской
14200,EEaLID3z9tM,какой рисунок на груди у девушки в желтой одежде,футбол
9739,0JpULUYPDX0,какого пола человек на теннисном корте в видео,мужской
8738,WzAGE-xKDpw,какие штаны носит человек в черной одежде,короткий
6304,p1pkFRHG7UY,что слева от человека на видео,дом
12432,kzBTJEMgoj0,что синего в синем ведре,вода
6142,tpDhYD9e_cU,какого пола человек в красной одежде,мужской
14397,9hR1MHvXGv8,"каковы отношения между людьми, занимающимися скалолазанием",друг
8163,li16LYa7us8,какого пола человек на видео,женский
2750,e51ld7ANyQg,какого цвета одежда у человека в очках,черный
12374,W8eqlIPRWCk,что стоит за девушкой,дерево
8127,iEaiLh3GZA8,где мужчина в костюме чистит туфли,в помещении
7267,JFupxdGxgPQ,какого пола человек в серой одежде,мужской
12948,8jJdHFW-lys,что находится за балансиром,рефери
14256,LlhgIOYsxsE,какой фитнес используют люди в черной одежде,тросик педали
3313,ub0pmYL8i5s,какого цвета раковина,серебро
11506,ZNUkzdw2EeI,почему человек в желтом носит круг,трещина на скорости
15840,iYH0Ol3xIZU,"что происходит после того, как белый человек закончил тай-чи",ходить
11354,snG89ed-64M,почему человек в красном носит шлем,защитить голову
3479,y47RXYfefvQ,что случилось с человеком на видео после подметания снега,снегопад
7007,4ZyPBOe4P0U,какого пола тренер,мужской
15965,4o7Abew2ExY,"что происходит до того, как рыба клюнет",приманка
15975,8YTuNZ-mIaY,что происходит перед началом перестрелки,носить оборудование
1030,81F42Yyw_iY,что делает человек в синей одежде,прыжок с шестом
12939,BCRFFkvfB_Q,что впереди спортсмена в гонке,бункер
11131,6RxF2UHMYQM,почему мужчина в джинсах должен рисовать линии,резка дерева
11272,Q7R3ajucvyE,почему человек в коричневой одежде открывает глаза,легко носить зрачок
5194,sjHCZWdopsQ,как сложно играть на музыкальном инструменте,середина
7153,vlIAZsrj6yk,какого пола человек в черной одежде,мужской
10167,5c8HvpeRWrc,какая прическа у девушки в юбке,светлая голова
4071,1MBVaveQDd8,что стоит за человеком в шляпе,Рождественская елка
9322,NVNUT5iwLtw,где человек на видео,открытый
10375,GZiG-aSzIJI,какие профессии у людей в черных кожаных плащах,полиция
2948,UBDcmeET6ys,какого цвета пальто у человека в белых шортах,синий
12195,GjjRDUirW7g,"что случилось, когда человек в черной рубашке получил губную гармошку",Салли Гарденс
14260,Sb2SPX38lyQ,что люди носят 222 одежду,ездить на мотоцикле
1752,WwwfCw1dYlg,что делает человек в серой одежде,взять интервью
4325,8ATFQNEWHL0,что у стоящего человека на ухе,серьга
18464,cM67XJS7yM8,какого цвета одежда у интервьюируемого,серый
1358,80pIiAmVa5Q,что делает человек в красной одежде,горка
14040,ersl2OEJ-eI,"что стоит за человеком в очках, когда он бросает дротик",аудитория
9162,-ceM4HHukhE,где место на видео,спортзал
4120,5Q8ltS84BBg,что перед человеком в белой одежде,компьютер
5435,W0EN9JeU66A,что под ногами у человека в полосатой одежде,земля
11265,ybFvomdhW2Y,почему человек в синем носит велосипеды,производство электроэнергии
18086,CV9n0jgThLY,что делают люди на крыше,ремонт крыши
16518,h-_dzZ3cCfc,"что случилось с человеком в оранжевом костюме до того, как он вошел",одеваться аккуратно
4484,T4g31MwZ2ds,что справа от человека в синей одежде,звук
4217,QEdbqJijx1w,что перед человеком в черной жилетке,зеркало
4513,hQIwXufRVGY,что находится на правой стороне дороги,трава
16875,ktfxYSZjJyM,"что случилось с этим человеком после того, как он чуть не опрокинул парус",двигаться дальше
3954,B0sXYJeZ8Xk,что перед дамой,гербицид
12305,8OA30kYcAUQ,что у ног человека в розовом,лужайка
16489,wOZdXVdiB04,"что случилось с человеком в зеленом костюме после того, как мяч полетел",избегать
1051,nVN1rP8H688,что делает человек в зеленой одежде,горнолыжный спорт
9797,elW8E-9bCRQ,какого пола двое людей в черных платьях,женский
14957,enx7eEDrYcc,какого цвета штаны у плетеного мужчины,синий
6620,06dIgOEgYp0,что чувствует человек на видео,счастливый
3925,m5T_w1mhWgY,что перед человеком в синем фартуке,шлифовальный станок
6378,8i2lkdpB2w0,что делает человек в желтой одежде,гребля
6391,0IN40z63WAU,что такое мужская прическа,короткие волосы
10177,SSqVGeD2XaQ,что одето на левой руке у мужчины в красном платье,наручные часы
2571,9PY28-zQhm4,какие инструменты используют люди в видео,карманный нож
2837,QR2BmWR5FGM,какого цвета волосы у человека в серой рубашке,коричневый
10492,FtbrPGaINt0,"какие отношения между людьми, которые ныряют вместе",товарищ по команде
8626,mnS-nMZne3I,что под трамплином,бассейн
8971,vLEz1mHahdM,когда было снято видео,день
4950,U6KrVIJSeDo,какого цвета штаны у человека в синей одежде,черный
17022,EOradtej9GU,"что произошло до того, как человек в синих штанах поехал кататься на лыжах",есть что-то
4729,P4Z4sQNQtJM,что стоит за человеком на видео,древесина
14146,q53Ajkll_kw,на каком инструменте играет человек в черном платье,маленькие волынки
9362,I8jhEprzTN8,что стоит за двумя мужчинами на пляже,море
12886,ehO168THGqU,что носится на запястье у человека в серой одежде,браслет
11600,kC1DyxcRHBg,почему мужчина в розовых перчатках берет мочалку,удобная очистка
17910,J6T9pokWX1E,какому животному человек в синем делает камшот на лицо,собака
9454,dAcdSkaoK64,что размещено на одежде смуглого человека,номер карты
13303,RDCZQ0nWIPc,"какого цвета одежда, на которой сидят люди в начале видео",черный
6395,Ayix_aDOrzs,что чувствует человек в белом,счастливый
5666,9_zC7CdvYu4,насколько безопасен этот вид спорта на видео,Опасность
1694,Q0UzDeDra3U,что делает человек в черных штанах,замена шин
5654,nXVNITiaaTQ,что перед игроком в синей одежде,грязная дорога
11430,OYMGPkucZYI,почему мужчина в видео говорит об этом,Легко понять
1267,-UWE4jXuLoo,что делает негр на видео,ползунок
10982,qsTCTQo-wI8,какие три барабана не стучат в видео,левый
567,srXhWAGzd-s,что делает человек на видео,чистка автомобиля
12693,f4k-dKaEZog,какая левая сторона от ношения 12-го числа?,рефери
12871,wBhtt9x74TA,что над унитазом,полотенце
11333,oG4zf8dAQKw,почему мужчина в красных плащах набирает жидкость для полоскания рта,слезный пакет
7343,V4_SJyhRGqA,какого пола человек в шляпе,мужской
4007,Xm23RMCpDd8,что перед человеком в синей одежде,резиновая взлетно-посадочная полоса
7625,rfWlK9njyzg,какого пола человек в серых штанах,мужской
12299,R37pbIySnjg,"Что случилось с человеком в футболке до того, как он ее покрасил",погружение краска
10580,-KWToNMY1Lc,откуда вышла овца,железный ящик
3784,Cq7Myyfbtn0,что за стулом,случай
18411,y9xNMLhgTjY,какого цвета машина припаркованная на обочине на видео,черный
1731,_zR5wVbz3xU,что делает человек в серых штанах,упражнение
11330,MlxMV7WH9-g,почему человек в красной одежде разогревает духовку,разогреть духовку
5823,iL__89eDRzg,что перед человеком в черной одежде,река
14557,L0K-WJuI1-I,какая правая сторона у человека в полосатой рубашке,стол
15966,FkSf3pxra3M,что происходит перед игрой,введите поле
5701,FDIYymZEFi0,что перед человеком в серой одежде,умывальник
9726,M6O-QNDUdwU,какого пола спортсмен номер 29,мужской
8885,InHt3sukfeg,какую одежду носит человек в очках,длинные рукова
8831,7XGimCWcafc,в каком сезоне происходит видео,лето
17638,__c8enCfzqw,"что случилось с человеком, сидящим на видео, до того, как он высушил волосы",вытирающий кондиционер
12924,Kyo1nkGKRqw,что делает парень в джинсовой рубашке,расчесать конский волос
5970,ZLXhlWhrkno,что перед человеком на видео,лес
4258,Q6tYENILn40,что перед человеком в белой рубашке,пианино
12319,69SYd5feEBQ,что такое животное украшение на столе,собака
17354,xKPF_SpZ1gQ,"что случилось с всадником до того, как он поймал быка",бросить веревку
7162,Alv7N6Ynm1Y,какого пола человек в черном костюме,мужской
4986,arTumJHoLB0,какого цвета одежда у человека на видео,белый
18847,crfrKqFp0Zg,насколько сложно играть на флейте,обычно
12329,3ROld-bSgPQ,что за ребенком в зеленом,диван
18093,TdZOfBHjU5g,что делает человек в перчатке,чистый стол
11869,vNMBtwYDH9E,почему блондинка занимается гимнастикой,принимать участие
3334,ZSoPIyVJWWk,какого цвета стол,черный
6039,g49F9coR2VU,какого пола человек в белой одежде,мужской
3702,VZ2CPdIPa30,что случилось с человеком в белом перед банджи-джампингом,открытые объятия
11716,1zyyumIi0iQ,почему человек в красном пальто отворачивается,выглядеть великолепно
11029,ORVjNqVSLe0,почему люди на видео гладкие,из-за бритья
8719,ZG4ApSk5iKw,какие штаны носит голый человек,брюки
12059,MQ7k1wig4jk,почему мужчина на видео должен опустить мяч,начать игру
14495,pbZVsdQNWNU,каковы отношения между двумя парами в спорте,противник
10314,eD2SW7ibzmM,какую обувь носит мужчина в шляпах,обувь для спортзала
16761,e5XATG2IK6Q,"что случилось с ребенком до того, как он вытер машину",смывание
1595,MFlYmFZ7xlo,какого цвета штаны у человека в полосатой одежде,черный
7530,Kb8SPjD121k,какого пола человек в желтой одежде,мужской
18263,nY8a1E4QH5Q,какого цвета брюки носят люди в фиолетовом,черный
15320,9xC9rVAJHm8,что делает женщина после того как бросила курить,тушить дым
14538,3Wjig_NRlnU,что под райдером на видео,лошадь
1545,aT5S8PcnlXo,что делает спортсмен на видео,метать молот
5305,aEWVDbV76_Q,насколько сложно заниматься серфингом,легко
4218,0p3JN4KJsUs,что перед человеком в зеленом пальто,партнер
9267,kQ7ensWEW08,что было до того как человек в очках связал шерсть,подобрать нить
8085,o00AfbAIOlA,какого пола человек в синем,мужской
4155,qwJhmfZKdNQ,что перед человеком в джинсах,зеленые насаждения
10495,61sN9tqZHwk,какими средствами стилист выпрямляет шерсть собаке,шина
8817,xoXTlNWkC7w,какие штаны носит человек в сером,джинсы
15180,JhiX65Okpt0,какого цвета волосы у женщины в белых штанах,золотой
18016,FWPJWq-uhUw,что делает 171 игрок в видео,в прыжке в длину
12126,AG6Rpvxxetg,что было когда человек в красных штанах повернулся на 180 градусов,земля
153,Rx4gq8hrZ8s,насколько сложная игра в видео,вторичный
14399,__mIAEE03bE,какая связь между людьми в желтой одежде и людьми в черной одежде,друг
4927,jzl0Ar3H5f8,какого цвета одежда тренера,черный
47,VIQG4W0vYxw,как сложно бежать,обычно
3704,U0Q10ZdqnJo,"что случилось с человеком в белом до того, как он сыграл в мяч",бить мяч
538,Ed9xVend710,что делает человек на видео,серфинг
2924,o8EOFXW5GJo,какого цвета шапка у человека в белой одежде,белый
11124,SnZnAVuMn4M,что носит на голове мужчина с длинными рукавами,Солнцезащитные Очки
16106,biAQgXDFskw,"что произошло до того, как они танцевали вместе",введение
11479,R_EnlXwBvtA,почему человек в белых туфлях бежит,поймать мяч
8913,tZ6Fjq6SJvQ,какие штаны носит человек в костюме,брюки
15757,jzl0Ar3H5f8,что происходит после тренировки,начать бой
5448,D0pVkTEYQg8,во что одет человек на видео,белая рубашка
12395,SfYJTxMRKDE,"что находится позади человека, держащего тарелку",туристический автомобиль
10826,4rmo35vpG00,где была снята первая сцена,душевая
15204,legHHtPK5fA,какого цвета штаны у человека в сапогах,синий
11251,OVRYoPA6h-Y,почему мужчина в синих юбках хочет говорить,готов играть в крокет
11222,XuG2V9gDD9M,что происходит после игры в парус,поднять паруса
2501,N2nNkWXYAYw,какой цвет одежды у человека на видео,белый
1865,W4LIBSfe6bc,что делает человек в черной одежде,тату
17945,m4ef0fCA2WU,что делают дети в клетчатой ​​рубашке,качать
450,ggw-70xi0dA,что делает человек на видео,ходьба по канату
3234,QFz-keqof9g,какого цвета штаны у человека в сером,серый
16237,VA8SXILXTj0,"Что случилось с мужчиной в полосатой рубашке после того, как он разрезал лимон",щепотка лимона
