,video_name,question,answer
69,r4iurK3kOe8,насколько сложна деятельность по дрессировке собак,трудность
11128,35DlDj_hzvg,почему человек в черном сидит на корточках,держать штангу
6894,NcEWimHnC54,насколько безопасен этот вид спорта на видео,Опасность
7139,5rO2DwFhdwo,какого пола человек в черной одежде,мужской
5985,zJNYqTVWqyY,что перед человеком на видео,ванна
16360,jYA_3BMF2d4,что случилось с человеком в черной куртке перед игрой в тайчи,стой прямо
4203,rA7qVOp47Qg,что перед человеком в белой одежде,лошадь
4473,OvSf6kk07uE,что справа от человека в серой одежде,белый мужчина
12372,hOdSTik8_nw,что находится за цементной стеной стадиона,дерево
12661,78UikTQkGgg,что надето на человеке в шляпе,перчатка
16293,ORL5yMppl8E,что случилось с людьми на видео перед приготовлением пищи,взвешивание
15948,soE6TfvOiIo,"что происходит до того, как доктор наденет обувь на собаку",носить носки для собаки
18107,0_GpcrCLdag,что делает на видео мужчина с сердечком на рубашке,есть
4267,Pt0CjFgzpxM,что перед человеком в оранжевой одежде,напольная плитка
18246,0hWGSkDnRHA,какого цвета шапка у мужчины в синих плавках,красный
1097,FhbsTTHT2Zs,что делает человек в фиолетовой одежде,седло
16873,BIL1t2eQrDU,"что произошло после того, как мужчина объяснил в начале видео",женская демонстрация
14831,lAZIxuxjogI,какого пола человек в длинных штанах,мужской
13320,_I8sqYLhRKM,"какого цвета штаны у человека, стоящего на горке",красный
14736,D7aa0iuPlKc,какого пола человек в медвежьей шапке,мужской
18271,Nq6cd5Xue9Q,какого цвета браслеты у человека в синем,белый
13044,wlYxVUJSJVI,что делает мальчик в 9-м желтом платье,играть в футбол
8304,ovTKJgSWMKQ,какого пола человек в синих плавках,мужской
2536,dyobp97TugE,какого цвета женская юбка,синий
3849,vgO3mzJGbSI,что стоит за людьми в зеленой одежде,стул
12904,VFOpGMVouVg,что стоит за блондинкой,стена
1883,wEgt41AJaU4,что делает человек в черной одежде,играть в игру
9549,M6yAoJJQvGY,почему человек на видео лежит,удобная демонстрация
1154,RQajzyqAcQM,что делает человек в белом,взять замок
1162,t8hx8ihRPGc,что делает человек в белом,движение
17373,CDWHstJThJA,что стало со зрителями после выхода спортсменов,поднимать настроение
9986,aWKZSqbOi2Q,какая верхняя часть стола на видео,трофей
7742,rmGvgGOkqyk,какого пола спортсмен,мужской
4255,hGUUlFxygmw,что перед человеком в розовой одежде,люди
9596,RI8IORq_BbY,почему человек точит нож,будь начеку
8374,nxyENrsY4mo,какой формы мяч на видео,круговой
4072,RaYMOYWhba8,что перед человеком в красной одежде,море
10393,4DmsWE6byuw,в какой позе смотрит и танцует основная публика,сидячая поза
5778,Cu8kOOnAjaw,что перед стариком,телевидение
2523,hsIudyKGz6A,какого цвета шляпа у человека в синей одежде,белый
7833,qkHBMmMlEr8,какого пола человек в черной одежде,мужской
15187,l7rzaG3aDyw,какого цвета этот парень в танцевальном костюме,красный
7035,wdsZn1Yu_5M,какого пола человек в полосатой одежде,мужской
15103,lHnSteuHdZ4,какого цвета флаг,апельсин
1412,ymEh5T11kSQ,что делает человек в белых штанах,играть в футбол
2195,TSVDMiy_FC4,что делает человек в белом,щетка обувь
6147,x3WVWHn3teI,какая прическа у человека в черной одежде,короткий
11170,6rMF2jWbeUQ,почему мужчина в черном платье поднимает ноги,удобный
1599,Vq2mQvMp_c4,что делает человек в джинсах,верховая езда
15217,lidR3AK0ZzQ,какого цвета туфли у человека в фиолетовом,красный
14113,rVLkm3MLzns,что делают люди с рюкзаками,горнолыжный спорт
12667,uoy7NjeESZc,что носят на голове люди на велосипедах,шлем
8128,06dIgOEgYp0,какого пола человек на видео,женский
242,RX8YG2zlyUo,какая погода на видео,Солнечный
18962,IFgEjS97Pmw,как оценить этот тренажер,мощный
14383,Vjsd6Ec6eKA,какая связь между мужчиной в черных брюках и женщиной в черном,друг
1168,drjYCuezfA8,что делает человек в белом,мойка
4894,RKsto2FmBzM,какого цвета штаны у человека в оранжевой одежде,коричневый
541,cdO-xmdjM7Q,что делает человек на видео,каякинг
3244,rRoRvt4p2LU,какого цвета штаны у человека в красной одежде,синий
5972,bpfak_VIJ8o,что перед человеком на видео,сетка для мячей
9047,ZSoPIyVJWWk,когда было снято видео,день
15818,2FcdD7WapJM,что происходит после использования первой жидкости для полоскания рта,положить в сумку
12936,YIYZHQUOtnA,что позади человека с зеленой веревкой,аудитория
10835,uA3dbKjT9rM,какое ухо первым прокалывает мужчина в желтом платье?,левый
2736,QjaqFPDoImc,какого цвета волосы у человека в черной одежде,черный
13884,dI1RqUHyWYo,с какой прической ныряет первый человек,короткий
8865,3oJ62-Ce9ys,какую обувь носит человек в белой одежде,обувь для спортзала
2071,5ObgpPDmVPA,что делает человек в водолазном костюме,дайвинг
15954,e0Qj2F3V6fM,что происходит перед перемешиванием яиц,надеть одежду
1440,RpItv2ztook,что делает человек в желтой одежде,горнолыжный спорт
7022,0PnAEoMx-v0,какого пола гитарист,мужской
8169,Aqx7rM9gZgg,какого пола человек на видео,женский
4720,GWJw2jR2mTY,что стоит за человеком на видео,стиральная машина
10085,4Mo-IYfNKBo,"что делает женщина, сидящая посередине",напиток
7741,3kcGcDv0NOw,какого пола спортсмен,мужской
12569,b-p57jzkrQI,что держит в руке человек в костюме повара,кастрюля
18156,dHzX9NqyBZw,что двое мужчин делают на педалях,дайвинг
5629,XI6sjZg9Yeg,что перед домом,дерево
11344,oWsEp7hsmZg,почему мужчина в красных шортах хочет говорить,разговорные навыки
1627,InA8Xbg-hvo,что делает женщина с длинными волосами,"макияж, мириться"
7617,qfCqVXhNPE8,какого пола человек в зеленой одежде,женский
8054,i9Yxt2k2aWg,какого пола человек в черном,мужской
6696,ufK2mbJI0to,каковы отношения людей в зеленом,товарищ по команде
18013,dXLhYjRSNcs,что делает человек в оранжевых штанах,параллельный брус
12774,svSM-UqjNWE,что висит на шее у человека в платке,очки
15331,LgUCZHYBBEc,что делает человек в черно-белой одежде,рефери
4335,b8S0HFHh_p0,что у человека в шляпе на лице,очки
17099,jHyWtrhNTTk,что случилось с человеком в сером перед прыжком в длину,подбежать
3229,VFvHqc5Bg-0,какого цвета штаны у человека в зеленой одежде,красный
11202,i_Fs0Qrtu90,почему человек в черном носит руки,чистый
14135,6iTymXuGFhg,какое настроение у девочки на видео,счастливый
2063,4DmsWE6byuw,что делает человек в центре корта,танцевать хип-хоп
2116,yJN4jnk_S1U,что делает человек в платье,танец
14749,2DCeEAz8iO8,"какого пола человек, играющий в поло",женский
1367,Np43Q2E8GCE,что делает человек в красной одежде,ковер
3154,9Pun6fgAg8Q,какого цвета волосы у человека в белой одежде,черный
13250,6iBXtHrJ4gc,какого цвета шляпа у старика,белый
15308,DqT3NrqisLk,что делал человек на видео перед тем как помыть обувь,снять шнурок
12689,RZpbFG3j-Bo,что носят люди в красных плащах на левой руке,браслет
7454,XfF30DaqAGU,какого пола человек в белом халате,женский
11443,XkTWEDKtP1A,почему мужчина на видео хочет далеко прыгнуть,соответствовать
18772,y8OQkNk8WpY,как сложно бросить горшок со льдом,обычно
1750,xPDjkE7llg4,что делает человек в серой одежде,обрезать гвоздь
1806,xoETvVbyiBA,что делает человек в красных штанах,параллельный брус
14652,-IkL9Kq9zfQ,каков запас прочности для гребли,середина
5720,iPc-u9aU_SQ,что перед человеком в шляпе,машина
18114,6ciZ58xAV9I,что изображено на картине на стене,овца
3046,gWyBBQtsDhc,какого цвета одежда у человека на видео,черный
17734,w8PqH7bltJQ,одежда оператора с короткими рукавами или с длинными рукавами,короткий
2991,ZOeQh2-ci3M,какого цвета штаны у человека в черной футболке,черный
1477,C-M4L_WDzK8,что делает спортсмен,играть в хоккей
4041,xPDjkE7llg4,что перед человеком в серой одежде,стена
12497,A0R3KFXD_BU,что спереди у женщины в синем купальнике,бассейн
975,On4V94fVLpg,что делает человек в черном,сделать фонарик из тыквы
15352,_JE5T2RKZvo,что человек в клетчатой ​​рубашке бьет молотком,доска
2086,1ILXipBgbTs,что делает человек в спасательном жилете,дрейф
9272,InA8Xbg-hvo,где женщина с длинными волосами,в помещении
5790,lHnSteuHdZ4,что перед человеком в черной одежде,прорубь
17278,6YvF2YHee5I,"что произошло после того, как человек на видео уронил лопату",снять камеру
6030,xpmXZBpYrM0,что перед человеком на видео,бассейн
5470,w50et2-vEOQ,что под ногами серфера,доска для серфинга
8791,TvlCdfubl9Y,какого цвета штаны у человека в зеленой одежде,брюки
7215,fgP3D3Gqn6U,какого пола человек в синей одежде,мужской
9105,_n0cR3Oshxg,где человек на видео,дом
15667,mnqSG5o84NE,"что происходит после того, как ребенок в белых штанах начинает бить",удары
13856,efaYmJsTDJc,что делают серые женщины,рекламировать
2684,IlzwpnsIRZM,какого цвета земля,зеленый
5087,pp_J6AzUu4s,как сложно это готовить,простой
4617,w6kBE7BHHeU,что стоит за человеком в белой одежде,дерево
2088,jnnHUCs-t3o,что человек делает в бассейне,играть в волейбол
6806,4P0zJEfqCoM,что справа от женщины на видео,кабинет
5166,mB90PudOrnU,как трудно дать ванну собаке,легкий
9236,MTC0fs4QyEY,где снято видео,парк
14389,ooadlJjyibo,"какая связь между человеком в черной одежде и человеком, который дает пять",друг
4828,2U_BUV8PLtk,какого цвета велосипед,красный
12302,iYxj8a1TPYk,что стоит за лысым мужчиной,корзина
6618,beejEQ04nkY,какая прическа у человека в начале видео,короткий
17788,DvtfiPvPhZ8,что делает мальчик в черном костюме,танец
14673,6EN1q4TmPtI,насколько безопасно дрейфовать,середина
1381,r9xmgB116dE,что делает человек в красной одежде,ползунок
17320,Y-SehqCvzME,"что случилось с человеком на видео после того, как он сыграл на гитаре",петь
11421,kC8DS6b76yI,почему мужчина на видео красит диван краской из баллончика,красота
270,q0L4clHNIbc,в каком сезоне сцена в видео,зима
6025,6Lh3yNFvskc,что перед человеком на видео,баскетбольные стойки
5279,k9VKFjPYT3o,насколько сложный вид спорта в видео,высокий
884,n7ED3zaQqws,что делает человек на видео,плавание
3477,9N1525JmqZQ,что было после покраски,затвердевание краски
9514,ThRbaI4pGIs,почему человек в черных штанах падает,высокая скорость
16807,T8wY9ZQv8vQ,что случилось с первым спортсменом на последнем прыжке,падать
3269,Oya9LWABkf4,какого цвета штаны у человека на видео,черный
16373,vcE8e-fQBhs,"что случилось с человеком в черном купальнике перед тем, как он нырнул",поднять руку
7322,OmIcycXGkG8,какого пола человек в сером пальто,мужской
9773,Hv3We5wjaJE,какого пола человек в серых штанах,мужской
6498,E-6XZrDYRuM,в чем заключается работа всадника,конные спортсмены
17224,Kwhp0DNop9I,"что случилось с человеком в желтых туфлях, прежде чем он ушел в воду",носить гидрокостюм
2207,5Q8ltS84BBg,что делает человек в белом,играть на гитаре
10728,0PnAEoMx-v0,где находится гитара в видео,комната
2073,fRLDhkPqrTE,что делает человек в яркой одежде,играть на пианино
18637,lp_Rwbp8S1k,какого цвета ручка лопаты для снега,желтый
5263,-rwKyNnz89s,насколько сложный вид спорта в видео,середина
7732,SQncxXAlBFE,какого пола спортсмен,женский
9300,aHKZIUD3wPI,где человек в зеленой одежде,лужайка
683,brrf2inGs7E,что делает человек на видео,мыть руки
8779,tRAntV9Om2o,какие штаны носит человек в белой одежде,брюки
9071,tO1VJnsd8sg,когда было снято видео,дневное время
16194,5rtrGkZNfLo,"что случилось с женщиной в черном до того, как она заговорила",курение
4053,R-lGXNY19wE,что перед человеком в красной одежде,стол
17913,7VbXyfF3kEw,какое животное мультфильм на приз,кот
141,bQa8S4Z-1cE,как сложно чистить обувь,легко
1363,WEohpavjsIY,что делает человек в красной одежде,танец
36,zxOcSuLSrU4,как сложно косить,обычно
14128,NnLjEbG31ZE,из какого материала корабль в видео,резина
18488,MduMjuxuIac,какого цвета одежда у чирлидерш,черный
2635,fm4ZaId1sL0,какого цвета одежда,желтый
6443,nPTq63WtemI,насколько безопасен этот вид спорта на видео,безопасность
8935,LlgGMRw16UY,во сколько снимается видео,день
12005,sGTDKZuG1vE,почему человек в серых рубашках собирает тряпки,вытирать бассейн
10418,IcfWEKjl_AY,какую обувь носит ребенок в белой одежде,тапочка
5685,zf4MXHeiSXs,что перед человеком в серой одежде,песок
18025,kPbae85fofk,что все делают за женщиной в желтом,жди в очереди
17688,ZOczr9WCVig,"что произошло после того, как человек в синих штанах прилепил плитку к полу",мытье плитки на полу
16461,zCijq4G1B3Q,"что случилось с человеком в сером до того, как он его покрасил",масляная тротуарная бумага
16279,DPsa28MmdoI,"что случилось с человеком на видео после того, как он покатался на байдарке",быть пораженным волнами
12463,Uo9q4riquHM,что находится перед человеком в плаще,дерево
18041,HEuC9ZEY91E,что делает парень в черном,горнолыжный спорт
13346,2qN85UKyL2s,какого цвета кожа у человека в фиолетовой одежде,черный
5828,WzAGE-xKDpw,что перед человеком в черной одежде,спортивные тренажеры
9302,ygmYkKbS-4U,где человек на видео,баскетбольный зал
5022,XQWebGbAjxU,какого цвета обувь у человека в черных штанах,черный
2962,jwd8ELi0au8,какого цвета волосы у человека в синей одежде,серый
1563,USOc5S2-3zA,что делает блондинка на видео,танец
3347,JXucFXh58VE,какого цвета штаны у человека в коричневой одежде,черный
291,eTIaRqgQ4Qg,это день или ночь на видео,день
5721,kzvFQv5UCx4,что перед человеком в шляпе,клиент
13022,cP2LVnGxiww,что ниже идеального тыквенного света,стол
17360,8Mdnvm8olC0,что случилось со вторым участником после прыжка,рука сжата в кулак
2269,zdoGEZO5Ldc,что делает человек в очках,играть в магический куб
11350,NGF0rQiDxNk,почему человек в красном делает шаг назад,неустойчивый
7283,ZKSORB5ygRM,какого пола человек в зеленом пальто,мужской
10978,cwQQj3VZLC8,одежда какого спортивного бренда спонсируется спортсменом в видео,Найк
6997,_DiTdY1Mtj4,какого пола ребенок на видео,мужской
5762,8H3Wy96BwHM,что перед человеком в каске,ВПП
3255,nxFbmoV3Idk,какого цвета штаны у человека в черной одежде,черный
16691,iYxj8a1TPYk,что случилось с лысым человеком после его первой подачи,цель
11309,5Z5DAI4Grb0,почему мужчина в розовой одежде окунает в краску,окраска
8466,fqoEZaCd7hU,какая прическа у человека в цвете,кудрявый
17140,W01QffZYsxQ,"что происходит, когда человек на видео ложится",сидеть и сидеть
10341,nDRaXY5ddPs,"какие брюки у тех, кто носит кроссовки",черный
18674,oyljZJZJ7IA,какого цвета страховочная веревка на видео,красный
8521,uowNtTu74nA,что под ногой у человека в черном,доска для серфинга
543,PJdE8Ui2eno,что делает человек на видео,скалолазание
11147,TlDkQ8SNG64,почему мужчина в одежде цвета хаки носит верблюдов,пусть идет
15347,t1MXansbY5s,"что находится позади человека в фиолетовой одежде, когда он носит обувь",диван
13033,6sorAV7KJxA,"что находится ниже человека, стоящего",дом
3137,NB4IBjUmrcI,какого цвета волосы у человека на видео,желтый
2201,W_LjBXWG7wI,что делает человек в белом,играть в мяч
14969,u35hesPTsNE,какого цвета одежда бубна,белый
5342,9lX18LyTuAQ,насколько сложная игра,простой
11933,iPPfX25MUQ0,почему верблюды приседают,отдых
10345,cHHVpBYfwdU,какие брюки носит мужчина в синем свитере,белый
305,52tZGZGuWP4,человек на видео мальчик или девочка,мужской
4635,otrk9uW9UjU,что стоит за человеком в черном пальто,подушечки
5989,aA6Bchzww4Y,что перед человеком на видео,машина
10468,kXfYuIx31Bo,какие инструменты используются для размешивания цемента в белых одеждах,блендер
3885,2YSsqivrvR4,что стоит за человеком на видео,кровать
18508,rF1AqlLjECk,какого цвета платье нет. 23 игрока,синий
18426,R-lGXNY19wE,какого цвета волосы у ребенка на видео,золотой
16389,K_AFdv3PKp0,что случилось с человеком в синей шляпе перед полировкой стены,удерживающая машина
17745,QyYbyFXmd-g,сцена перетягивания каната в помещении или на улице в видео,открытый
15826,JiZCjH6ePq0,"что происходит, когда в человека попадает мяч в начале видео",швыряющий человек ура
13097,LxntXVcMxtc,какого цвета одежда на девочке,черный
13119,JNvwkiz8Bzw,какого цвета человек в синей одежде,черный
5666,yPpKYckLbdI,что перед игроком в синей одежде,подушечки
17292,C1vhQIJtLsw,"что случилось с человеком в белом после того, как он сделал несколько шагов",начать бежать
12089,KYtV2vpwuVw,почему мужчина в шлеме,предотвратить травму
3263,JAEMwQqh51c,какого цвета штаны у человека в черной одежде,зеленый
2593,gU67yCVXHnQ,какого цвета стул на видео,розовый
15938,MRt7pz2OY5M,что происходит перед мойкой машины,водяной спрей
13615,72PUOTjZpQU,что под ногами у женщин в желтой одежде,доска
5422,nSR-JSqGoWQ,что под ногами у человека в голубом,песок
17671,jcqRPdvb18w,что произошло когда человек в черных штанах снял шину на камеру,начать шины
12476,r4QPhlrqqP4,что спереди у человека в полосатой рубашке с короткими рукавами,овощи
14484,8ZyBER6U9Wc,"какие отношения между тремя женщинами, которые прыгнули через скакалку",партнер
10506,5Q8ltS84BBg,какие шторы в комнате,цветочная ткань
15846,yEBiJguscMY,"что происходит после того, как человек в белом выиграл мяч",аплодировал
2228,-ntEh6HpeX0,что делает человек в белом,залить моющее средство
11365,ADbp9ObJVxE,почему мужчина на видео рисует кистью,влагоотталкивающий
13724,5Y4YkCkgShc,что находится перед человеком в костюме повара,стол
17388,4qONyTNaPOI,"что произошло до того, как серфер встал",доска
3515,DaDHatB3RbM,"что произошло перед тем, как человек на видео отправился кататься на каноэ",весло
13624,Zd22n1caVgM,что находится под ногой у человека без рубашки,земля
14368,Fp_uU-qMDSc,какая связь между черной одеждой и белой одеждой,тренер и обучение
10622,Vi2gzCrS-fE,где ножи режут фрукты,стол
7491,bpfak_VIJ8o,какого пола человек в белой одежде,мужской
3664,AHXcJCpvkAQ,"Что случилось с человеком на видео после того, как корову поймали",спрыгнуть
18821,8Uyi1KXdS50,как сложно связать свитер на видео,простой
14691,sC_hs-OXERg,что учитель взял после второго раза,детское масло
8880,UzmnkYD5YTA,какую одежду носит человек в очках,короткий рукав
4042,oYmE833AO2w,что перед человеком в серой одежде,стена
8868,9029wVyGkvg,какую одежду носит человек в синем,короткий рукав
16117,RZqM8Z0ocjE,"что случилось с человеком в белом до того, как он схватил мяч",бег
1638,G4kjV4ulJzo,что делает мужчина на видео,собака поскользнулась
1804,ZZImcxqa1_w,что делает человек в красных штанах,метать молот
9516,MfFM_a26bR8,почему человек в черном носит перчатки,защитная рука
6527,YoJxVl_hUWg,что сверху у человека в черном,транспортное средство
11928,5fMtHNSIOAE,почему кто-то лежит на земле,не унывать
17482,MERZe5qdfWc,"что произошло, когда первые три лыжника соскользнули вниз",круг
18288,J3qC2hqRhPc,какого цвета одежду люди носят в зеркале,черный
10824,V3uCGRAWG2M,где мужчина в желтом халате на видео,в помещении
15524,GMwV9roiBYo,"что происходит, когда человек в желтой одежде соскользнул вместе",объятие
4518,Ci9WKE6wkOQ,что на полке,подушечки
6134,-v-Zail6TNw,какая прическа у человека в красной одежде,прямые волосы
13573,vPh9o_BuJaU,какова роль ношения бахилы,чистый
17386,eS1USHkyb2U,что случилось с человеком в полосатой рубашке перед чисткой расчески,гребень
12101,VcbMGRcN9Cc,что случилось с человеком в сером костюме после того как он повернул ручку,цель
18190,epZjMuRRXLo,что делает женщина в черных туфлях,скакалка
5447,ZeN0mrRQHg8,что под ногами у человека в белой одежде,транспортное средство
15311,rwUlqI6HWyY,что человек в белом кладет на яичную жидкость,тертый сыр
7842,NGF0rQiDxNk,какого пола человек в красной одежде,женский
4038,e9R62cyqW4A,что перед человеком в серой одежде,дорога
8017,XTErpg4IdiE,какого пола человек в черном,мужской
6667,rmGvgGOkqyk,что стоит за спортсменом,места для зрителей
14350,upic9S0oEhg,какая связь между белым мужчиной и мужчиной в красном жилете,товарищ по команде
11399,OO3NO29L50U,почему мужчина на видео открывает лак для ногтей,подготовить гвоздь
2700,sC_hs-OXERg,какого цвета волосы у человека в синем пальто,черный
3795,bMDyOXygNPM,что стоит за вратарем,цель
7438,YqB7UEdhKug,какого пола человек в костюме,мужской
13081,c8LevTVQ5nk,какого цвета одежда при первом появлении ребенка,белый
16450,zU6SnkNIdrw,"что случилось с человеком в сером пиджаке после того, как он испек печенье",есть печенье
2205,ZeN0mrRQHg8,что делает человек в белом,Ездить на машине
15805,s07U8_fkUWU,"что происходит после того, как команда забивает",радость
15661,n0Az4cLruf4,что происходит после внедрения оборудования,дисплейное оборудование
10725,UfYMJBu4HI0,где находится пол на видео,в помещении
17302,n9teiB6FW84,что случилось с человеком в костюме номер 54 перед игрой,приготовься
14197,q4M7SsGjFro,какой рисунок носков у человека в зеленой юбке,полоса
721,b40ECuGuck8,что делает человек на видео,метание дротиков
5449,W_LjBXWG7wI,что под ногами у человека в белой одежде,Песчаный пляж
17122,YOLDcsX7EiA,"что происходит, когда человек в красных штанах переворачивается","К земле, приземляться"
18911,F4FpAZJSV1g,как устроена система безопасности этого вида спорта,середина
211,1aNOjjLWjxc,как сложно играть в волейбол,простой
13791,sJFgo9H6zNo,что находится перед слайдом,пастбище
11634,oFku30m99do,почему мужчина в белом полотенце вытирает правое лицо,чистое лицо
1056,q4FZTmaqEx8,что делает человек в зеленой одежде,перезагрузить крышу
11503,6koP53YFNjg,почему человек в желтых касках приседает,стол короткий
6657,EfQtRtIFGVo,какова цель этого видео,рекламировать
5331,n-i9nC6vxu0,насколько сложно действие в видео,трудный
9188,VuEy38XdUgA,где место на видео,в помещении
18117,5iQsKA84vWo,что делают игроки в черном,соответствовать
16491,sOyox_6AG1w,"что произошло, когда человек в зеленых спортивных штанах перебежал финишную черту",помочь
3761,uYqNIBbz4_Q,что стоит за человеком в шляпе,изгородь
10717,Z-6dR4H2dns,где парень в ковбойских шортах,дорога
10804,mTDRTiTnsjQ,где место съемки в видео,открытый
6860,c5Io6wg8D60,насколько опасны занятия прыжками в длину,безопасность
17415,p4qZGZenAoU,"что произошло после того, как женщина закончила маску",мыть лицо
853,OO3NO29L50U,что делает человек на видео,маникюр
8153,srXhWAGzd-s,какого пола человек на видео,мужской
17289,gi0wjdtxaC4,что случилось с человеком на видео до сальто,приземистый
5704,f9eW4rFQG-A,что перед человеком в шляпе,море
14105,-5K3KZ6fHuI,что делают люди в синих шапках,играть в снег
1867,RYv3eIxMouY,что делает человек в черной одежде,повязка на глаза
6762,eUvvxpAK3_8,какие отношения между двумя людьми на видео,коллега
7771,zm8gZpwZkRE,какого пола человек в черной одежде,женский
17244,1oyWMusaDTI,"что случилось с человеком, стоявшим на паруснике за парусником",встряхнуть тело
7642,hpoReoD1vD0,какого пола человек в красной одежде,женский
7724,8hkVzhEKqpY,какого пола спортсмен,мужской
578,aMQVH3dF0QM,что делает человек на видео,едет быстро
9217,at_ahUtnF9Q,где снято видео,в помещении
12625,kLpYpfT5bok,что на лице у человека со скорпионом,борода
3695,9Ds9DvdPQkM,"что произошло до того, как человек в видео начал играть",показать саксофон
9590,_9e948mdwrs,зачем человек убирает опавшие листья,красота
12704,GycRQhoHnXw,какая левая сторона у человека в розовой одежде,зеркало
18086,CV9n0jgThLY,что делают люди на крыше,ремонт крыши
241,jcqRPdvb18w,какая погода на видео,Солнечный
15681,f-4PjtdFbP4,"что происходит после того, как маленькая девочка берет фен",ходить
16439,0hWGSkDnRHA,"что случилось с человеком в синих плавках до того, как он забил",Прыгать
9782,G3cINUdHdGo,"каков пол человека, стрелявшего в мишень",мужской
7885,uMCyo89mK_E,какого пола человек в белой одежде,женский
14029,kM7jFLYDUy0,что слева и справа от мальчика,ограждение
10921,aIvWwX--xKw,на какой руке у людей на видео часы,левый
2376,ggNmtMAdqe0,что делает парень в джинсах,сварка
5391,V9ktV85lA9E,какая первая буква первого предложения в начале видео,ж
13355,_Xydl5mYkQ8,какого цвета шапка человека на ногах,красный
17885,ZzarNWOJnro,что делает парень в полосатых шортах,Рубить дрова
8240,N1-TZnH0jy4,какого пола человек на видео,мужской
18705,c7SweMMGQE8,у женщины в сером длинные волосы или короткие волосы,длинный
1959,QeIsJBPG8EM,что делает человек в черном пальто,крикет
319,G4fSvtn1HAw,видео происходит в помещении или на улице,в помещении
1217,MjHlAvy2qVY,что делает человек в бикини,солнцезащитный крем
3320,YDNEa5ZOf6c,какого цвета снег на видео,белый
10016,DG9-yffcXS4,что внизу у человека в желтом,лестница
1564,V1NtrnPz3sA,что делает блондинка на видео,толкание ядра
1716,Zhf052cWrv8,что делает человек в синих шортах,тянуть веревку
11966,AA6nXQMyfhU,почему тряпка грязная,грязный стол
4325,8ATFQNEWHL0,что у стоящего человека на ухе,серьга
5700,5SzzJMuyC_M,что перед человеком в серой одежде,ограждающая стена
16943,qRT0Z6Sz_Ck,"что случилось с человеком в клетчатой ​​куртке до того, как он снял видео",забрать камеру
17816,BO0vQ6ASVlo,что делает мужчина в черной футболке на видео,тренировочная собака
2940,mW9iDH07j40,какого цвета железо,белый
18459,xmGucghu2FI,какого цвета пальто нет. 265 игроков,синий
9595,E3h0UHRsSQk,почему человек точит нож,сделать нож острым
16378,ZmVy3gSaKv0,"Что случилось с человеком в черных штанах после того, как он перевернул голову",упасть в воду
3835,Ni7Lqloy5Qc,что стоит за людьми в черной одежде,стол
17029,e34P8tr-Mi4,"что случилось с человеком в зеленом костюме до того, как он коснулся стены",альпинизм
17530,Jd3D2d-RwL0,что произошло после запуска механического двигателя на видео,листья были вдохнуты
4722,BnkUgUQBED0,что стоит за человеком на видео,стул
14580,tqanHyXTFFw,каков фактор риска для езды на велосипеде,ниже
8111,8XB_0x_erho,какого пола человек на видео,мужской
2416,4w_46rTInXI,какого цвета занавеска,синий
9316,Z2b84JjYdtw,где человек на видео,футбольное поле
3654,-y8LMGQt8uI,"что произошло после того, как человек в красном пошел под откос",занос
12349,rzZutQSmyJo,что стоит за женщиной в клетчатой ​​юбке,стол
8570,IY1bVy1yZv4,какая погода на улице,инь
7253,ZoKode_Gexg,какого пола человек в серой одежде,женский
7850,h_Kt_rqmODs,какого пола человек в красной одежде,женский
2774,QbhMOqg9Tmg,какого цвета волосы у человека в синей одежде,черный
17487,GRGBMJG1Koc,что было после запуска змея на видео,парить в воздухе
7767,ZlHaPkhGr_g,какого пола человек в черной одежде,женский
4993,4YGuIycW_IA,какого цвета одежда у человека на видео,синий
7943,r4iurK3kOe8,какого пола человек в розовой одежде,женский
7293,RcDEaYPwI6I,какого пола человек в зеленой одежде,женский
13924,HXn5ZpSEMqg,что за полукольцо посреди полки,весло замок
16992,4w_46rTInXI,"Что случилось с человеком в черном после того, как он бросил настольный теннис",налить вино
9474,0RUMAGGab1k,на какой руке у человека в белой одежде часы,левая рука
11855,DsnVkCHbEVM,почему они носят плавательные шапочки,защитить волосы
5425,qGf6earGAOc,что под ногами у человека в голубом,кататься на коньках
12601,yo3s6V19YtQ,что за ремень у человека в синих штанах,веревка безопасности
4842,Jd3D2d-RwL0,какого цвета собака,белый
2129,L0K-WJuI1-I,что делает человек в полосатой рубашке,введение продуктов
7065,2RfasAe0-tA,какого пола человек в красной одежде,мужской
13271,5Vd6PEUWo64,какого цвета логотип в начале видео,белый
2557,XJQlO4G5Fns,какой цвет волос у человека в черном пальто,коричневый
8174,5QBRDpzedoI,какого пола человек на видео,мужской
6973,hmT9H0IjiGs,какого пола черный,мужской
858,PcGzPNEnVD0,что делает человек на видео,замена шин
10934,Oz4q98BhqKo,на какой руке у человека в черном часы,верно
11464,7AkyOhKkT6g,"почему мужчина в видео должен распылять клей перед тем, как сделать прическу",удобная настройка
14378,CAa74sedG9A,какие отношения между девушками в желтой одежде и девушками в чисто розовой одежде,друг
4195,tGuPkIKGIK4,что перед человеком в зеленой одежде,ванна
17428,VO49rhXzhk4,"Что случилось с женщиной, которая носила очки до того, как была наложена лента",оригами
12656,OJYajhN1RHs,что держат на руках люди в полосатой одежде,фен
6338,VDX1IQnUMgo,что делает мужчина в костюме,сообщать новости
15413,RKUEXxnXrm8,какую вещь человек в полосатой одежде использует для пюре,вилка
